Customer ID,Recency,Frequency,Monetary,Cluster,Labels
11171,82,3.0,14397.130924999998,1,Top/Best Customers
11172,17,2.0,583.1748,2,Current Customer
11173,35,2.0,187.82799999999997,2,Current Customer
11174,187,2.0,154.037,1,Top/Best Customers
11175,86,3.0,13496.2052,1,Top/Best Customers
11176,1,3.5,3549.5378,1,Top/Best Customers
11177,106,2.0,583.9264,1,Top/Best Customers
11178,247,2.0,479.8794,1,Top/Best Customers
11179,19,2.0,415.83389999999997,2,Current Customer
11180,125,2.0,525.8034,1,Top/Best Customers
11181,201,2.0,86.82,1,Top/Best Customers
11182,23,2.0,226.304,2,Current Customer
11183,229,2.0,102.25680000000001,1,Top/Best Customers
11184,111,2.0,219.3095,1,Top/Best Customers
11185,2,3.5,5310.8309,1,Top/Best Customers
11186,21,2.0,86.82000000000001,2,Current Customer
11187,175,2.0,237.53099999999998,1,Top/Best Customers
11188,7,2.0,262.4375,2,Current Customer
11189,357,2.0,14397.130924999998,1,Top/Best Customers
11190,12,2.0,102.25680000000001,2,Current Customer
11191,83,3.0,14397.130924999998,1,Top/Best Customers
11192,125,2.0,334.7045,1,Top/Best Customers
11193,163,2.0,52.553799999999995,1,Top/Best Customers
11194,51,2.0,350.56140000000005,1,Top/Best Customers
11195,98,2.0,453.5364,1,Top/Best Customers
11196,126,2.0,532.8974999999999,1,Top/Best Customers
11197,192,2.0,688.0613999999998,1,Top/Best Customers
11198,349,2.0,249.07819999999998,0,Lost/Needed Attention Customers
11199,103,2.0,568.4564,1,Top/Best Customers
11200,8,3.5,4049.1082000000006,1,Top/Best Customers
11201,141,2.0,599.8164,1,Top/Best Customers
11202,129,2.0,124.82079999999999,1,Top/Best Customers
11203,48,3.5,1971.984,1,Top/Best Customers
11204,79,2.0,251.08920000000003,1,Top/Best Customers
11205,112,2.0,41.2055,2,Current Customer
11206,243,2.0,251.08920000000003,1,Top/Best Customers
11207,102,2.0,251.0892,1,Top/Best Customers
11208,133,2.0,877.2927,1,Top/Best Customers
11209,6,2.0,41.2055,2,Current Customer
11210,144,2.0,203.09900000000002,1,Top/Best Customers
11211,21,3.5,1772.5979,1,Top/Best Customers
11212,11,3.5,1941.2314000000001,1,Top/Best Customers
11213,141,2.0,251.08920000000003,1,Top/Best Customers
11214,70,2.0,532.8974999999999,1,Top/Best Customers
11215,44,3.5,3168.7538999999997,1,Top/Best Customers
11216,357,2.0,14397.130924999998,1,Top/Best Customers
11217,348,2.0,9202.6942,1,Top/Best Customers
11218,24,2.0,84.9415,2,Current Customer
11219,4,2.0,84.9415,2,Current Customer
11220,46,2.0,111.00840000000001,2,Current Customer
11221,103,2.0,144.5672,1,Top/Best Customers
11222,61,2.0,689.3874000000001,1,Top/Best Customers
11223,22,3.5,3362.7259999999997,1,Top/Best Customers
11224,56,3.0,10821.165599999998,1,Top/Best Customers
11225,144,2.0,316.1737,1,Top/Best Customers
11226,303,2.0,41.2055,0,Lost/Needed Attention Customers
11227,352,2.0,14261.2076,1,Top/Best Customers
11228,11,2.0,251.08920000000003,2,Current Customer
11229,3,2.0,226.304,2,Current Customer
11230,50,2.0,166.5456,2,Current Customer
11231,77,2.0,207.9612,1,Top/Best Customers
11232,76,2.0,84.9415,2,Current Customer
11233,234,2.0,896.9398,1,Top/Best Customers
11234,131,2.0,168.5568,1,Top/Best Customers
11235,23,2.0,458.9619,2,Current Customer
11236,22,2.0,334.7045,2,Current Customer
11237,64,3.5,14397.130924999998,1,Top/Best Customers
11238,273,3.5,14156.6744,1,Top/Best Customers
11239,245,3.5,14397.130924999998,1,Top/Best Customers
11240,260,3.5,14397.130924999998,1,Top/Best Customers
11241,91,3.5,14397.130924999998,1,Top/Best Customers
11242,55,3.5,14397.130924999998,1,Top/Best Customers
11243,233,3.5,14397.130924999998,1,Top/Best Customers
11244,193,3.5,14397.130924999998,1,Top/Best Customers
11245,48,3.5,14397.130924999998,1,Top/Best Customers
11246,39,3.5,14397.130924999998,1,Top/Best Customers
11247,164,3.5,14397.130924999998,1,Top/Best Customers
11248,198,1.0,127.5282,0,Lost/Needed Attention Customers
11249,135,3.5,14397.130924999998,1,Top/Best Customers
11250,175,3.5,14397.130924999998,1,Top/Best Customers
11251,102,1.0,10249.8032,2,Current Customer
11252,41,3.0,12512.456600000001,1,Top/Best Customers
11253,56,3.5,1646.5946999999996,1,Top/Best Customers
11254,45,2.0,1141.587,1,Top/Best Customers
11255,303,2.0,334.7045,1,Top/Best Customers
11256,104,2.0,226.304,1,Top/Best Customers
11257,45,3.0,11689.043799999998,1,Top/Best Customers
11258,197,2.0,85.8476,1,Top/Best Customers
11259,39,3.0,11009.0378,1,Top/Best Customers
11260,219,2.0,226.304,1,Top/Best Customers
11261,36,3.0,9923.541,1,Top/Best Customers
11262,6,3.5,3607.8816,1,Top/Best Customers
11263,49,3.0,14397.130924999998,1,Top/Best Customers
11264,59,2.0,14065.6336,1,Top/Best Customers
11265,390,1.0,7796.7474,0,Lost/Needed Attention Customers
11266,373,2.0,14314.291600000002,1,Top/Best Customers
11267,386,2.0,14397.130924999998,1,Top/Best Customers
11268,73,2.0,318.7595,1,Top/Best Customers
11269,140,2.0,90.9085,1,Top/Best Customers
11270,386,2.0,14397.130924999998,1,Top/Best Customers
11271,371,2.0,14397.130924999998,1,Top/Best Customers
11272,380,2.0,11899.910800000001,1,Top/Best Customers
11273,250,2.0,1098.6132000000002,1,Top/Best Customers
11274,338,2.0,11611.539100000002,1,Top/Best Customers
11275,381,2.0,11833.610800000002,1,Top/Best Customers
11276,6,3.5,2804.6243999999997,1,Top/Best Customers
11277,12,3.5,4639.6648,1,Top/Best Customers
11278,390,2.0,9103.2442,1,Top/Best Customers
11279,220,2.0,142.68869999999998,1,Top/Best Customers
11280,173,2.0,251.08920000000003,1,Top/Best Customers
11281,382,2.0,14309.6948,1,Top/Best Customers
11282,391,2.0,14397.130924999998,1,Top/Best Customers
11283,153,2.0,142.68869999999998,1,Top/Best Customers
11284,271,2.0,172.601,1,Top/Best Customers
11285,94,2.0,557.1080999999999,1,Top/Best Customers
11286,373,2.0,14397.130924999998,1,Top/Best Customers
11288,160,2.0,251.0892,1,Top/Best Customers
11289,377,2.0,14240.256800000001,1,Top/Best Customers
11290,366,2.0,9158.4942,1,Top/Best Customers
11291,374,2.0,6489.9524,1,Top/Best Customers
11292,393,2.0,14261.2076,1,Top/Best Customers
11293,319,2.0,271.1891,1,Top/Best Customers
11294,25,2.0,90.9085,2,Current Customer
11295,384,2.0,14397.130924999998,1,Top/Best Customers
11296,364,2.0,11642.335299999999,1,Top/Best Customers
11297,342,2.0,14397.130924999998,1,Top/Best Customers
11298,341,2.0,14314.291600000002,1,Top/Best Customers
11299,338,2.0,12032.5441,1,Top/Best Customers
11300,28,3.5,5159.9205,1,Top/Best Customers
11301,109,2.0,572.5781,1,Top/Best Customers
11302,360,2.0,14384.834800000002,1,Top/Best Customers
11303,339,2.0,9030.9772,1,Top/Best Customers
11304,281,2.0,532.5768999999999,1,Top/Best Customers
11305,177,2.0,251.08920000000003,1,Top/Best Customers
11306,143,2.0,90.9085,1,Top/Best Customers
11307,354,2.0,14397.130924999998,1,Top/Best Customers
11308,13,2.0,307.41120000000006,2,Current Customer
11309,23,2.0,90.9085,2,Current Customer
11310,35,2.0,251.08920000000003,2,Current Customer
11311,137,2.0,251.0892,1,Top/Best Customers
11312,240,2.0,90.9085,1,Top/Best Customers
11313,63,2.0,142.68869999999998,2,Current Customer
11314,56,2.0,105.04140000000001,2,Current Customer
11315,42,2.0,90.9085,2,Current Customer
11316,381,1.0,5193.4558,0,Lost/Needed Attention Customers
11317,344,2.0,6489.9524,1,Top/Best Customers
11318,81,2.0,142.68869999999998,1,Top/Best Customers
11319,338,2.0,11750.7358,1,Top/Best Customers
11320,162,2.0,311.57689999999997,1,Top/Best Customers
11321,245,2.0,41.2055,0,Lost/Needed Attention Customers
11322,252,2.0,142.6887,1,Top/Best Customers
11323,363,2.0,14397.130924999998,1,Top/Best Customers
11324,357,2.0,11800.460799999999,1,Top/Best Customers
11325,362,2.0,14397.130924999998,1,Top/Best Customers
11326,342,2.0,14397.130924999998,1,Top/Best Customers
11327,361,2.0,14284.722,1,Top/Best Customers
11328,296,2.0,10513.124899999999,1,Top/Best Customers
11329,352,2.0,6517.5774,1,Top/Best Customers
11330,6,3.5,3237.3198,1,Top/Best Customers
11331,4,3.5,3504.9842,1,Top/Best Customers
11332,387,2.0,8961.4948,1,Top/Best Customers
11333,198,3.0,14397.130924999998,1,Top/Best Customers
11334,185,3.0,14397.130924999998,1,Top/Best Customers
11335,389,2.0,11528.210899999998,1,Top/Best Customers
11336,388,2.0,12764.1419,1,Top/Best Customers
11337,193,3.0,14397.130924999998,1,Top/Best Customers
11338,394,2.0,14204.5872,1,Top/Best Customers
11339,368,2.0,7413.509399999999,1,Top/Best Customers
11340,391,2.0,12712.9568,1,Top/Best Customers
11341,193,3.0,14397.130924999998,1,Top/Best Customers
11342,200,1.0,162.3357,0,Lost/Needed Attention Customers
11343,188,3.0,14397.130924999998,1,Top/Best Customers
11344,189,3.0,14397.130924999998,1,Top/Best Customers
11345,393,2.0,7468.7816,1,Top/Best Customers
11346,351,2.0,14397.130924999998,1,Top/Best Customers
11347,318,1.0,30.8958,0,Lost/Needed Attention Customers
11348,303,1.0,225.3207,0,Lost/Needed Attention Customers
11349,15,1.0,225.3207,2,Current Customer
11350,357,1.0,127.5282,0,Lost/Needed Attention Customers
11351,153,3.0,14214.8639,1,Top/Best Customers
11352,272,1.0,30.8958,0,Lost/Needed Attention Customers
11353,173,3.0,14397.130924999998,1,Top/Best Customers
11354,56,1.0,76.1457,2,Current Customer
11355,124,1.0,30.8958,2,Current Customer
11356,89,3.0,10220.3771,1,Top/Best Customers
11357,91,3.0,7289.3757000000005,1,Top/Best Customers
11358,75,3.0,10128.0766,1,Top/Best Customers
11359,55,3.0,9822.1793,1,Top/Best Customers
11360,37,3.0,8287.5886,1,Top/Best Customers
11361,65,2.0,270.61469999999997,1,Top/Best Customers
11362,126,2.0,115.5278,1,Top/Best Customers
11363,41,3.0,7539.139000000001,1,Top/Best Customers
11364,33,3.0,6327.5616,1,Top/Best Customers
11365,37,3.0,9198.4513,1,Top/Best Customers
11366,166,2.0,115.5278,1,Top/Best Customers
11367,64,2.0,190.63459999999998,1,Top/Best Customers
11368,58,3.0,13294.520500000002,1,Top/Best Customers
11369,32,2.0,262.9016,2,Current Customer
11370,119,2.0,121.4948,1,Top/Best Customers
11371,31,2.0,82.853,2,Current Customer
11372,45,3.0,7245.0762,1,Top/Best Customers
11373,154,1.0,127.5282,2,Current Customer
11374,288,1.0,228.63569999999999,0,Lost/Needed Attention Customers
11375,103,1.0,30.8958,2,Current Customer
11376,105,1.0,173.4408,2,Current Customer
11377,334,1.0,278.3607,0,Lost/Needed Attention Customers
11378,348,2.0,10128.7944,1,Top/Best Customers
11379,336,2.0,10143.876,1,Top/Best Customers
11380,359,2.0,14397.130924999998,1,Top/Best Customers
11381,163,3.0,14278.865399999999,1,Top/Best Customers
11382,346,2.0,4800.2176,1,Top/Best Customers
11383,27,1.0,162.3357,2,Current Customer
11384,179,1.0,162.3357,0,Lost/Needed Attention Customers
11385,206,1.0,30.8958,0,Lost/Needed Attention Customers
11386,87,1.0,228.63569999999999,2,Current Customer
11387,302,3.0,13007.4414,1,Top/Best Customers
11388,277,3.0,14397.130924999998,1,Top/Best Customers
11389,72,1.0,228.63569999999999,2,Current Customer
11390,82,1.0,162.3357,2,Current Customer
11391,94,1.0,75.0958,2,Current Customer
11392,305,1.0,32.034,0,Lost/Needed Attention Customers
11393,196,1.0,30.8958,0,Lost/Needed Attention Customers
11394,179,3.0,14397.130924999998,1,Top/Best Customers
11395,342,2.0,8906.2448,1,Top/Best Customers
11396,94,1.0,32.034,2,Current Customer
11397,205,1.0,127.5282,0,Lost/Needed Attention Customers
11398,179,3.0,11639.0756,1,Top/Best Customers
11399,290,1.0,30.8958,0,Lost/Needed Attention Customers
11400,193,3.0,14397.130924999998,1,Top/Best Customers
11401,326,3.0,11430.9927,1,Top/Best Customers
11402,301,3.0,14397.130924999998,1,Top/Best Customers
11403,245,3.0,14397.130924999998,1,Top/Best Customers
11404,352,1.0,75.0958,0,Lost/Needed Attention Customers
11405,303,1.0,59.659,0,Lost/Needed Attention Customers
11406,353,2.0,14397.130924999998,1,Top/Best Customers
11407,219,1.0,59.659,0,Lost/Needed Attention Customers
11408,329,1.0,114.2682,0,Lost/Needed Attention Customers
11409,365,2.0,12850.0212,1,Top/Best Customers
11410,358,2.0,12938.4212,1,Top/Best Customers
11411,177,1.0,127.5282,0,Lost/Needed Attention Customers
11412,109,3.5,14397.130924999998,1,Top/Best Customers
11413,145,3.5,14397.130924999998,1,Top/Best Customers
11414,135,3.5,14397.130924999998,1,Top/Best Customers
11415,165,1.0,30.8958,0,Lost/Needed Attention Customers
11416,268,3.0,8626.7552,1,Top/Best Customers
11417,44,3.5,14397.130924999998,1,Top/Best Customers
11418,42,1.0,88.3558,2,Current Customer
11419,215,2.0,768.2514,1,Top/Best Customers
11420,60,3.5,14397.130924999998,1,Top/Best Customers
11421,111,3.5,10806.9444,1,Top/Best Customers
11422,86,3.5,14397.130924999998,1,Top/Best Customers
11423,100,3.5,14397.130924999998,1,Top/Best Customers
11424,282,1.0,97.1958,0,Lost/Needed Attention Customers
11425,38,3.5,14397.130924999998,1,Top/Best Customers
11426,294,1.0,38.664,0,Lost/Needed Attention Customers
11427,100,3.5,14397.130924999998,1,Top/Best Customers
11428,98,3.5,14397.130924999998,1,Top/Best Customers
11429,35,3.5,14397.130924999998,1,Top/Best Customers
11430,315,1.0,187.8058,0,Lost/Needed Attention Customers
11431,120,3.5,14397.130924999998,1,Top/Best Customers
11432,34,3.5,14397.130924999998,1,Top/Best Customers
11433,136,3.5,14397.130924999998,1,Top/Best Customers
11434,197,2.0,186.0822,1,Top/Best Customers
11435,24,1.0,38.664,2,Current Customer
11436,223,2.0,151.7167,1,Top/Best Customers
11437,40,1.0,59.659,2,Current Customer
11438,357,1.0,38.664,0,Lost/Needed Attention Customers
11439,100,3.5,14397.130924999998,1,Top/Best Customers
11440,307,1.0,173.4408,0,Lost/Needed Attention Customers
11441,20,1.0,97.1958,2,Current Customer
11442,121,1.0,38.664,2,Current Customer
11443,119,3.0,14397.130924999998,1,Top/Best Customers
11444,240,3.0,14243.383800000001,1,Top/Best Customers
11445,214,3.0,14139.6574,1,Top/Best Customers
11446,221,3.0,14397.130924999998,1,Top/Best Customers
11447,242,3.0,14397.130924999998,1,Top/Best Customers
11448,221,3.0,14397.130924999998,1,Top/Best Customers
11449,218,3.0,14397.130924999998,1,Top/Best Customers
11450,225,3.0,14397.130924999998,1,Top/Best Customers
11451,237,3.0,14397.130924999998,1,Top/Best Customers
11452,230,3.0,14355.1546,1,Top/Best Customers
11453,223,3.0,14397.130924999998,1,Top/Best Customers
11454,224,3.0,11611.4506,1,Top/Best Customers
11455,242,3.0,14397.130924999998,1,Top/Best Customers
11456,242,3.0,14397.130924999998,1,Top/Best Customers
11457,241,3.0,14397.130924999998,1,Top/Best Customers
11458,10,3.0,303.6212,1,Top/Best Customers
11459,224,3.0,14235.3504,1,Top/Best Customers
11460,232,3.0,14397.130924999998,1,Top/Best Customers
11461,191,3.0,11611.4506,1,Top/Best Customers
11462,187,3.0,14207.7254,1,Top/Best Customers
11463,46,3.0,69.50460000000001,1,Top/Best Customers
11464,211,3.0,14397.130924999998,1,Top/Best Customers
11465,199,3.0,11708.6906,1,Top/Best Customers
11466,160,3.0,281.4107,1,Top/Best Customers
11467,26,3.0,112.4119,1,Top/Best Customers
11468,160,3.0,9088.249399999999,1,Top/Best Customers
11469,172,1.0,56.3108,0,Lost/Needed Attention Customers
11470,341,2.0,4800.2176,1,Top/Best Customers
11471,256,1.0,59.659,0,Lost/Needed Attention Customers
11472,94,3.0,14397.130924999998,1,Top/Best Customers
11473,240,1.0,139.1858,0,Lost/Needed Attention Customers
11474,124,1.0,165.6507,2,Current Customer
11475,280,1.0,307.0132,0,Lost/Needed Attention Customers
11476,88,1.0,59.659,2,Current Customer
11477,125,1.0,38.664,2,Current Customer
11478,284,1.0,59.659,0,Lost/Needed Attention Customers
11479,249,3.0,14397.130924999998,1,Top/Best Customers
11480,187,3.0,11782.8801,1,Top/Best Customers
11481,282,3.0,9349.3701,1,Top/Best Customers
11482,140,3.0,14266.7324,1,Top/Best Customers
11483,193,3.0,8090.1134999999995,1,Top/Best Customers
11484,304,3.0,11342.0732,1,Top/Best Customers
11485,138,3.0,14397.130924999998,1,Top/Best Customers
11486,65,1.0,38.664,2,Current Customer
11487,44,1.0,59.659,2,Current Customer
11488,151,3.0,14150.2654,1,Top/Best Customers
11489,122,3.0,14397.130924999998,1,Top/Best Customers
11490,299,1.0,59.659,0,Lost/Needed Attention Customers
11491,143,3.0,14397.130924999998,1,Top/Best Customers
11492,343,2.0,7468.759399999999,1,Top/Best Customers
11493,138,3.0,12979.816400000002,1,Top/Best Customers
11494,120,3.0,11655.1312,1,Top/Best Customers
11495,94,1.0,30.8958,2,Current Customer
11496,84,3.0,14397.130924999998,1,Top/Best Customers
11497,85,1.0,38.664,2,Current Customer
11498,19,3.5,1463.5181000000005,1,Top/Best Customers
11499,213,2.0,579.3074,1,Top/Best Customers
11500,18,3.5,1648.1084999999998,1,Top/Best Customers
11501,6,3.5,2492.1849,1,Top/Best Customers
11502,1,3.5,3600.6767000000004,1,Top/Best Customers
11503,51,2.0,134.0035,2,Current Customer
11504,270,2.0,142.68869999999998,1,Top/Best Customers
11505,35,3.5,2350.192,1,Top/Best Customers
11506,6,3.5,2324.1587000000004,1,Top/Best Customers
11507,8,3.5,1607.8198999999997,1,Top/Best Customers
11508,259,2.0,251.0892,1,Top/Best Customers
11509,183,1.0,650.7015,0,Lost/Needed Attention Customers
11510,33,3.5,931.4050000000001,1,Top/Best Customers
11511,321,1.0,38.675,0,Lost/Needed Attention Customers
11512,31,1.0,2563.589,2,Current Customer
11513,234,1.0,4773.3240000000005,0,Lost/Needed Attention Customers
11514,218,1.0,88.378,0,Lost/Needed Attention Customers
11515,283,2.0,11750.735800000002,1,Top/Best Customers
11516,226,2.0,14284.722,1,Top/Best Customers
11517,158,2.0,442.1881,1,Top/Best Customers
11518,78,2.0,340.6936,1,Top/Best Customers
11519,17,3.5,2092.2078999999994,1,Top/Best Customers
11520,9,3.5,2058.5272,1,Top/Best Customers
11521,82,2.0,142.6887,1,Top/Best Customers
11522,361,2.0,11611.539100000002,1,Top/Best Customers
